Año,Autoridad Portuaria,Graneles Líquidos,Graneles Sólidos,Mercancía General,Pesca Fresca,Avitua- llamiento,Tráfico Local,TOTAL TRAFICO,TEUS,Buques
1997,Bahía de Cádiz,78860,1066629,2021437,32949,271201,19578,3490654,56004,1832
1997,Baleares,7693971,1392243,4667066,3019,87495,77420,13921214,187827,7891
1997,Barcelona,8044939,5077065,11765322,5019,596420,0,25488765,971921,7385
1997,Bilbao,12615029,3022297,6773980,23,127362,539793,23078484,340059,3692
1997,Cartagena,7300704,2066329,406069,3486,66570,226,9843384,27336,1117
1997,Castellón,6827253,864360,641315,18384,30656,0,8381968,29052,912
1997,Ceuta ,3278664,37557,581816,357,609699,0,4508093,8116,11386
1997,Ferrol-S. Cibrao  ,704634,6285152,320183,762,14580,2,7325313,592,985
1997,Gijón,1349096,11211862,668176,1507,134519,99151,13464311,8595,823
1997,Huelva,8968555,4920061,720595,7489,54286,14999,14685985,0,1738
1997,Las Palmas,3805675,955169,5931563,107921,1666124,0,12466452,380654,10385
1997,Málaga,7045463,1222199,477828,6273,111795,353,8863911,4831,1245
1997,Marín y Ría de Pontevedra,0,730143,568472,10778,92528,0,1401921,10685,852
1997,Melilla,98134,39482,595891,0,10398,0,743905,17695,1261
1997,Pasaia,309287,1830773,1620855,14937,61964,0,3837816,386,1422
1997,Santa Cruz de Tenerife,7793259,1000190,5261895,3425,897465,0,14956234,277685,18020
1997,Santander,422033,3017461,1057475,10287,77927,0,4585183,1609,1464
1997,Sevilla,322240,2587438,1097880,0,7276,10338,4025172,58891,1359
1997,Tarragona,21952554,8137133,715002,9597,309129,2179,31125594,32506,2398
1997,Valencia,1379947,3562577,13059895,3154,240905,0,18246478,831510,6092
1997,Vigo,45972,437346,2201709,83270,246384,10884,3025565,97745,2123
1997,Vilagarcía,129489,304103,203655,0,5803,0,643050,0,322
1996,A Coruña,7916386,2514549,166138,54637,241995,434700,11328405,459,1057
1996,Alicante,139892,1406275,806505,17225,46310,0,2416207,71995,1105
1996,Almería-Motril,686379,6517586,558909,9356,67962,0,7840192,0,1790
1996,Avilés,774440,1814488,1193855,15835,53432,0,3852050,12,1030
1996,Bahía de Algeciras,15901064,1739329,16559766,16803,1601976,1017519,36836457,1306825,17980
1996,Bahía de Cádiz,171532,1347364,1996364,32229,212980,17255,3777724,58443,2187
1996,Baleares,7898093,1222795,4291531,3308,50297,78153,13544177,164683,7348
1996,Barcelona,8346544,5130396,10094446,7509,569011,0,24147906,767236,7200
1996,Bilbao,11815909,3634819,6285623,18,139441,770717,22646527,300620,3487
1996,Cartagena,7532029,2081500,324267,2746,88533,0,10029075,19144,1099
1996,Castellón,6785032,743420,630647,19675,25729,0,8204503,27036,861
1996,Ceuta ,2046031,49577,465431,385,533047,0,3094471,4678,10614
1996,Ferrol-S. Cibrao  ,548415,6362331,276625,906,9805,0,7198082,97,1015
1996,Gijón,1498614,11344307,620202,2900,126561,92193,13684777,7371,844
1996,Huelva,9345874,5121895,629143,7193,49996,0,15154101,0,1713
1996,Las Palmas,3497604,860324,5144458,75013,1586619,0,11164018,354137,10091
1996,Málaga,6889261,1263293,490581,7491,109428,305,8760359,5074,1292
1996,Marín y Ría de Pontevedra,21542,548796,585330,10317,80520,0,1246505,11524,743
1996,Melilla,88507,48795,513976,0,7913,0,659191,13207,1186
1996,Pasaia,313452,1819862,1298438,16191,62105,0,3510048,52,1321
1996,Santa Cruz de Tenerife,7149522,865389,4885857,3808,1096063,0,14000639,262136,18241
1996,Santander,440495,3033447,1062760,10240,70029,0,4616971,7315,1585
1996,Sevilla,223695,2567675,965595,0,4649,6341,3767955,44846,1314
1996,Tarragona,22772848,7307998,711133,9012,270011,0,31071002,33515,2449
1996,Valencia,1188141,3549963,11115659,3487,259400,0,16116650,708332,5348
1996,Vigo,159661,396653,2058936,89303,275931,151313,3131797,83098,1911
1996,Vilagarcía,124197,305148,169234,0,8182,0,606761,0,342
1995,A Coruña,7970865,3347444,180332,63697,287107,357237,12206682,0,1059
1995,Alicante,129263,1285788,768311,21586,38157,0,2243105,62375,966
1995,Almería-Motril,685027,7505265,554383,12612,53713,0,8811000,112,1809
1995,Avilés,813507,1869665,1345827,17066,53232,0,4099297,4,1092
1995,Bahía de Algeciras,17226289,2162254,14987349,15090,1550149,1045396,36986527,1154714,12863
1995,Bahía de Cádiz,1317389,1363538,1936477,30270,230815,44214,4922703,59338,2106
1995,Baleares,5218708,1122824,4255797,2760,49916,0,10650005,170492,7331
1995,Barcelona,8215091,5115090,9401380,7746,553394,0,23292701,689324,6854
1995,Bilbao,13066024,5435133,6506330,31,147766,2610829,27766113,296616,3690
1995,Cartagena,8187694,2295212,345625,3076,87385,0,10918992,21275,1015
1995,Castellón,6306229,705881,681799,21209,23788,0,7738906,23001,813
1995,Ceuta ,4331258,71300,1011509,362,568801,0,5983230,10446,7440
1995,Ferrol-S. Cibrao  ,495145,6103812,273705,656,22786,0,6896104,53,994
1995,Gijón,1447190,11843254,555097,4893,97545,65330,14013309,7812,838
1995,Huelva,11157922,4674619,448749,29590,52945,0,16363825,0,2216
1995,Las Palmas,3500257,759113,4889687,140824,1524479,0,10814360,333645,10018
1995,Málaga,6916938,1615045,593868,5071,115595,154,9246671,4426,1417
1995,Marín y Ría de Pontevedra,7617,686015,520263,40690,70918,0,1325503,5015,665
1995,Melilla,79433,49265,564897,0,449,0,694044,15776,1171
1995,Pasaia,470232,2218851,1378198,13456,65837,0,4146574,137,1414
1995,Santa Cruz de Tenerife,7638518,883732,4451557,0,983147,0,13956954,242066,16690
1995,Santander,558546,3144552,928361,9209,61697,0,4702365,1613,1497
1995,Sevilla,238422,2394516,916305,4148,20374,0,3573765,47224,1266
1995,Tarragona,20073783,7653204,748668,10148,213479,5993,28705275,49130,2420
1995,Valencia,1317336,3902812,10897061,3579,257136,0,16377924,671827,5053
1995,Vigo,703708,439978,2045311,151127,254328,112535,3706987,83029,1984
1995,Vilagarcía,136503,265396,117627,32707,8681,12,560926,0,324
1994,A Coruña,8242019,2692893,160940,62230,292754,297230,11748066,0,1039
1994,Alicante,226769,1306194,621268,21452,29685,0,2205368,58409,920
1994,Almería-Motril,673548,6502370,450124,15817,68519,0,7710378,591,1325
1994,Avilés,623234,1761949,1586629,17823,54291,0,4043926,79,1141
1994,Bahía de Algeciras,18295601,2109026,11918257,18385,1590875,839278,34771422,1003528,13967
1994,Bahía de Cádiz,303782,1170238,2395058,35288,221873,38205,4164444,72562,2448
1994,Baleares,1279948,1126135,3965098,3360,58532,0,6433073,150356,23711
1994,Barcelona,8035018,3816464,8538363,9751,456799,0,20856395,605356,6421
1994,Bilbao,13543757,6408417,5512819,36,139640,3878052,29482721,267623,3481
1994,Cartagena,6924926,1735812,286227,3010,76239,0,9026214,16721,992
1994,Castellón,6622792,521477,561470,17440,20243,0,7743422,22729,763
1994,Ceuta ,4327790,58918,978162,385,671653,0,6036908,11109,8087
1994,Ferrol-S. Cibrao  ,451075,5112844,262118,866,22508,1297,5850708,0,926
1994,Gijón,1420614,10532349,490125,2780,100888,65153,12611909,7953,794
1994,Huelva,8123301,4139435,333053,44392,52080,271,12692532,0,1755
1994,Las Palmas,3204480,677950,4770728,198481,1453755,0,10305394,313188,9819
1994,Málaga,7016293,1087863,675288,7329,121913,32,8908718,4581,1403
1994,Marín y Ría de Pontevedra,11213,525883,367412,41844,65365,0,1011717,3218,504
1994,Melilla,60986,41427,720860,0,7370,0,830643,14034,1166
1994,Pasaia,405288,2046594,1349758,10243,72888,0,3884771,76,1357
1994,Santa Cruz de Tenerife,7517335,800814,4114672,1,978154,0,13410976,215086,13812
1994,Santander,535990,2703768,930336,8089,56190,0,4234373,1338,1370
1994,Sevilla,297608,1936665,814406,4761,25776,0,3079216,40315,1090
1994,Tarragona,16024988,6811854,723864,12383,187069,0,23760158,40975,2227
1994,Valencia,1140503,3727458,8070236,4990,156065,0,13099252,466873,4708
1994,Vigo,771522,374366,2045661,152440,240327,114261,3698577,86005,2050
1994,Vilagarcía,111319,280374,83724,28425,6420,5180,515442,0,319
1993,A Coruña,8405881,2500900,205756,65720,305948,275161,11759366,0,1563
1993,Alicante,321497,1211211,536300,16382,28445,0,2113835,49567,903
1993,Almería-Motril,652353,7143354,469009,13152,74686,0,8352554,725,1313
1993,Avilés,668943,1014549,1706418,11512,45045,0,3446467,29,936
1993,Bahía de Algeciras,14723758,1834943,11272019,20849,1317922,832798,30002289,806543,13088
1993,Bahía de Cádiz,449942,811075,2224993,35944,188293,36404,3746651,75770,2200
1993,Baleares,1216492,1103629,3358654,3027,54549,0,5736351,107120,16137
1993,Barcelona,7658323,3108734,6915335,5906,430556,0,18118854,501146,6176
1993,Bilbao,14562239,5705626,4734449,86,232142,4771411,30005953,222264,3284
1993,Cartagena,8469375,1529443,301930,3068,105854,0,10409670,18939,1004
1993,Castellón,5981269,481657,431881,15876,23722,0,6934405,16084,699
1993,Ceuta ,2749237,55666,965940,379,761123,0,4532345,4702,8203
1993,Ferrol-S. Cibrao  ,364564,4204948,251469,858,12117,249,4834205,0,828
1993,Gijón,1256185,10862486,387014,6006,100519,68353,12680563,7247,788
1993,Huelva,7664403,3119563,260706,37615,53295,128,11135710,0,1596
1993,Las Palmas,2936735,650626,4194084,194183,1414007,0,9389635,267040,8978
1993,Málaga,6509724,1205032,683086,7419,100790,0,8506051,6265,1372
1993,Marín y Ría de Pontevedra,8477,502785,289801,42305,52486,0,895854,2473,493
1993,Melilla,49305,36128,667734,0,19485,0,772652,12125,1112
1993,Pasaia,592134,2292498,1318287,13412,76182,0,4292513,0,1500
1993,Santa Cruz de Tenerife,6963756,808192,3679613,3505,814135,0,12269201,187154,11439
1993,Santander,624712,2372057,735849,7273,52442,0,3792333,286,1310
1993,Sevilla,197380,2032972,432787,2415,12100,0,2677654,26154,905
1993,Tarragona,16233790,6728935,631669,12105,207627,0,23814126,40563,2134
1993,Valencia,1176831,2516804,6669803,5454,152187,0,10521079,385338,4427
1993,Vigo,742764,409308,1681173,146209,247133,110239,3336826,79541,1836
1993,Vilagarcía,117361,273995,79606,30488,7969,82353,591772,0,314
1992,A Coruña,10034433,2397144,166556,60351,313052,291204,13262740,0,1742
1992,Alicante,1104219,958742,607899,16079,33397,0,2720336,50883,1028
1992,Almería-Motril,739339,7256036,508196,14128,60483,0,8578182,820,1284
1992,Avilés,620081,1145135,1852704,14799,50100,0,3682819,0,1075
1992,Bahía de Algeciras,16896839,2051384,9354973,25696,1122838,581984,30033714,780337,12162
1992,Bahía de Cádiz,275603,615998,1903060,35564,213801,40839,3084865,74222,2329
1992,Baleares,1157002,1171803,3333129,3155,76277,0,5741366,152418,15114
1992,Barcelona,7528120,3208911,7600894,6366,485412,0,18829703,552309,6191
1992,Bilbao,15020328,5878078,4619046,134,201229,4841546,30560361,204421,3353
1992,Cartagena,9907126,1732632,359888,3109,107218,20,12109993,17028,1204
1992,Castellón,6348664,488800,422968,14233,24638,0,7299303,11101,752
1992,Ceuta ,2756940,49484,948100,486,684288,0,4439298,4227,7794
1992,Ferrol-S. Cibrao  ,271589,4210077,345091,1205,25667,195,4853824,32,892
1992,Gijón,1422405,10815438,254000,5081,106933,72450,12676307,6452,781
1992,Huelva,7157340,3055069,382179,41568,62944,0,10699100,0,1588
1992,Las Palmas,3075122,695309,4127810,219685,1610080,0,9728006,248697,9521
1992,Málaga,7541521,1079840,546063,9336,89929,0,9266689,3405,1365
1992,Marín y Ría de Pontevedra,15039,394175,348088,64381,62497,0,884180,0,470
1992,Melilla,44788,28597,553387,7,15993,0,642772,11449,954
1992,Pasaia,633684,2111543,1301071,10181,81618,0,4138097,174,1422
1992,Santa Cruz de Tenerife,6980748,987503,3669726,4087,989530,0,12631594,199837,11999
1992,Santander,611071,2455421,681600,6440,58178,0,3812710,452,1492
1992,Sevilla,160554,2604825,509646,2662,44287,0,3321974,30634,1082
1992,Tarragona,16854634,7111154,632489,9732,293246,0,24901255,33186,2197
1992,Valencia,1182904,3352913,6661457,5216,182088,0,11384578,370546,4500
1992,Vigo,871096,445342,1605981,141213,254561,88927,3407120,77017,2053
1992,Vilagarcía,106517,283381,77836,47752,10375,57646,583507,0,357
1991,A Coruña,9157424,2181837,172910,66531,406184,863890,12848776,324,2123
1991,Alicante,1178036,663837,704096,18363,32803,0,2597135,44044,1171
1991,Almería-Motril,66965,7346650,195226,12587,45754,0,7667182,934,937
1991,Avilés,599793,1367704,1905111,16164,46914,0,3935686,0,1109
1991,Bahía de Algeciras,17125613,1721300,9160954,26279,913816,698698,29646660,761795,12491
1991,Bahía de Cádiz,288712,732431,1804739,37800,259844,63624,3187150,71369,2021
1991,Baleares,1265080,1049525,3951331,2745,83959,0,6352640,175077,16914
1991,Barcelona,7626174,3937086,6749487,5897,404235,0,18722879,488917,6311
1991,Bilbao,16301694,6432891,4645886,137,218030,5076325,32674963,193823,3628
1991,C.A.G.P,945925,3177126,404581,2251,27515,0,4557398,0,814
1991,Cartagena,11499669,1705467,524163,2140,117044,19079,13867562,18859,1218
1991,Castellón,6529696,306819,404219,15084,32323,0,7288141,5546,697
1991,Ceuta ,3209993,42120,980625,737,639701,0,4873176,3298,8763
1991,Ferrol-S. Cibrao  ,29003,1279315,195140,1351,29185,1204,1535198,0,521
1991,Gijón,1453344,11205446,251704,3445,150036,97304,13161279,6299,1009
1991,Huelva,5732277,3235412,363346,43470,65634,0,9440139,0,1668
1991,Las Palmas,2848034,684378,3924577,272350,1672684,0,9402023,207738,10506
1991,Málaga,7538996,962400,565469,8402,92504,19,9167790,3818,1424
1991,Marín y Ría de Pontevedra,12149,349092,249236,61757,68533,0,740767,156,1504
1991,Melilla,39859,14428,482748,12,13444,0,550491,8331,307
1991,Pasaia,598146,1810245,1478436,12336,81630,0,3980793,29054,715
1991,Santa Cruz de Tenerife,7685725,1030624,3497588,3844,1095797,0,13313578,188161,12502
1991,Santander,816772,2741981,668617,5640,55133,0,4288143,284,1462
1991,Sevilla,114458,2620403,627471,3237,28971,0,3394540,29402,1137
1991,Tarragona,15658705,7462870,605634,7294,245830,363625,24343958,26848,2254
1991,Valencia,2087252,3190129,6513401,3438,225523,0,12019743,364446,4635
1991,Vigo,891656,447252,1505884,143517,282189,100256,3370754,74366,2103
1991,Vilagarcía,112616,231938,61067,57174,10563,5511,478869,0,343
1990,A Coruña,9077910,2121260,180638,77661,349828,782715,12590012,193,2339
1990,Alicante,1079424,709873,710599,18631,37130,0,2555657,39883,1332
1990,Almería-Motril,231831,6183352,305363,10478,72234,0,6803258,828,924
1990,Avilés,554119,1348816,1845670,19017,55538,0,3823160,0,1076
1990,Bahía de Algeciras,16060765,1545389,6932015,26634,990552,791179,26346534,552555,14369
1990,Bahía de Cádiz,250305,785829,1783467,42962,222752,59361,3144676,79095,2278
1990,Baleares,1098939,1239359,3783859,2222,202959,61274,6388612,171486,6707
1990,Barcelona,7438024,4147753,6443962,5588,385453,0,18420780,447920,6378
1990,Bilbao,14413348,6416129,4375982,181,211940,4648704,30066284,189005,3532
1990,C.A.G.P,741745,3235347,333929,2670,25796,0,4339487,0,764
1990,Cartagena,11245125,1289321,1149516,685,109576,167,13794390,21446,1265
1990,Castellón,6932989,434626,477205,13751,36597,0,7895168,3835,825
1990,Ceuta ,1898356,38684,887566,867,770515,0,3595988,4042,11018
1990,Ferrol-S. Cibrao  ,45677,973781,223160,1097,33511,535,1277761,0,504
1990,Gijón,1243974,10079276,246501,4750,134655,91596,11800752,6507,896
1990,Huelva,6263320,3366319,379466,45144,68437,15487,10138173,2,1940
1990,Las Palmas,2779033,707032,4020981,327880,1879951,0,9714877,216724,11440
1990,Málaga,7638981,933808,568275,6350,94525,0,9241939,3051,1559
1990,Marín y Ría de Pontevedra,18915,322122,192114,53903,72331,0,659385,401,276
1990,Melilla,34891,14215,408453,24,12790,0,470373,6134,855
1990,Pasaia,582865,824359,2329366,13925,73008,0,3823523,19379,1487
1990,Santa Cruz de Tenerife,7649872,965022,3411112,3935,1168059,0,13198000,150306,13784
1990,Santander,690402,2618666,773304,6338,52366,0,4141076,380,1425
1990,Sevilla,176087,2122779,737110,3501,30801,0,3070278,30811,1107
1990,Tarragona,17067090,6561214,616069,4752,236273,341031,24826429,18327,2207
1990,Valencia,2112675,3336225,6527045,3990,192311,0,12172246,387162,4747
1990,Vigo,888030,424303,1382489,175886,256440,97494,3224642,67348,3123
1990,Vilagarcía,115421,220223,79485,74130,12044,10010,511313,0,373
1989,A Coruña,9961004,2406956,184783,82779,341763,762834,13740119,349,2454
1989,Alicante,967508,811770,761334,12311,42090,0,2595013,42837,1567
1989,Almería-Motril,237101,6888977,216151,8452,44406,0,7395087,575,907
1989,Avilés,408658,1238417,1789244,16830,41410,0,3494559,0,961
1989,Bahía de Algeciras,16485802,1581711,5700069,34645,905116,739952,25447295,397163,11254
1989,Bahía de Cádiz,211237,689491,1535680,43738,296069,10607,2786822,85461,1733
1989,Baleares,1116986,1420391,4073651,2316,243790,55099,6912233,183920,7144
1989,Barcelona,7210407,4068194,6865086,5432,369847,0,18518966,439969,6555
1989,Bilbao,16007292,6718443,4240166,194,274642,3065779,30306516,182002,3651
1989,C.A.G.P,645812,2836200,204269,2650,21257,0,3710188,0,702
1989,Cartagena,8494498,1643213,756572,795,88986,211,10984275,21593,1266
1989,Castellón,5703084,356953,498680,14338,29759,0,6602814,2604,746
1989,Ceuta ,2425530,32391,842215,849,640888,0,3941873,4108,8387
1989,Ferrol-S. Cibrao  ,31978,742798,108257,1338,17994,2480,904845,74,432
1989,Gijón,1225880,10716827,297911,4246,129910,85443,12460217,4308,901
1989,Huelva,5994549,3814342,512926,45130,84274,29338,10480559,0,2025
1989,Las Palmas,2903538,852347,3830978,330460,1854126,0,9771449,201688,11568
1989,Málaga,7281687,527518,475020,7500,78928,4500,8375153,3172,1243
1989,Marín y Ría de Pontevedra,5409,251832,338868,62974,66283,0,725366,0,242
1989,Melilla,31704,10112,374680,87,17258,0,433841,6634,819
1989,Pasaia,672973,899020,2469904,10921,83061,0,4135879,24334,1730
1989,Santa Cruz de Tenerife,7596457,1074733,3481099,2863,1234551,0,13389703,158294,13136
1989,Santander,693143,2447832,759498,5625,70356,0,3976454,2286,1262
1989,Sevilla,131194,1879250,625651,3268,28414,18940,2686717,30328,921
1989,Tarragona,18891898,6432126,691085,7467,251662,258367,26532605,17958,2414
1989,Valencia,1845744,3449716,6557973,3951,181100,0,12038484,390277,4579
1989,Vigo,872559,372445,1385066,191055,237471,89359,3147955,68460,3324
1989,Vilagarcía,99816,211470,98584,53734,10985,19329,493918,0,386
1988,A Coruña,9454749,1635392,139974,99818,532426,719574,12581933,382,2128
1988,Alicante,882974,729278,726083,12822,39568,0,2390725,57883,1661
1988,Almería-Motril,259664,7350339,241837,8841,48063,0,7908744,463,1021
1988,Avilés,396255,1449492,1102394,15485,36471,0,3000097,0,880
1988,Bahía de Algeciras,14993828,1446791,5485756,35141,919929,851108,23732553,412078,7887
1988,Bahía de Cádiz,629740,669489,1600834,40544,307082,0,3247689,101265,1722
1988,Baleares,712227,294458,2653736,1844,136446,0,3798711,122161,3561
1988,Barcelona,6738862,4751832,6472332,5886,331899,0,18300811,409542,6495
1988,Bilbao,15719785,6400361,4212134,299,373977,2474682,29181238,176857,3679
1988,C.A.G.P,1312836,4232505,2873580,110638,109222,55448,8694229,107664,10442
1988,Cartagena,8061446,1406272,733731,881,98482,2255,10303067,20506,1294
1988,Castellón,6260922,340949,385146,13466,29513,0,7029996,1548,725
1988,Ceuta ,1718586,6210,773043,794,634590,190503,3323726,3883,6436
1988,Ferrol-S. Cibrao  ,80350,755381,137558,1490,30787,230,1005796,0,417
1988,Gijón,1125951,9326121,359338,4131,108627,67357,10991525,1744,898
1988,Huelva,6063603,4294870,382269,37231,83284,0,10861257,2,1943
1988,Las Palmas,2634436,385260,3192998,227174,1824444,0,8264312,155671,9358
1988,Málaga,7098613,552292,495341,9164,74585,0,8229995,3221,1259
1988,Marín y Ría de Pontevedra,7009,279679,358575,41928,60114,0,747305,0,307
1988,Melilla,34868,19469,322374,135,18670,0,395516,6025,826
1988,Pasaia,708774,649929,2339493,13228,78887,0,3790311,19380,1640
1988,Santa Cruz de Tenerife,7153299,830784,2450943,3588,1228535,0,11667149,148020,7902
1988,Santander,617115,2386567,770704,6199,77711,0,3858296,3017,1196
1988,Sevilla,184314,1827493,638152,3751,24082,19480,2697272,30989,940
1988,Tarragona,16903739,4699327,643743,10992,202831,311702,22772334,14746,2265
1988,Valencia,1583963,3423862,5643510,4451,178513,0,10834299,342736,4450
1988,Vigo,783423,360179,1253140,177139,252286,136226,2962393,66269,1964
1988,Vilagarcía,93314,174440,121916,64392,14259,12091,480412,0,424
1987,A Coruña,8950489,1460410,317528,101140,861675,669758,12361000,504,2055
1987,Alicante,794240,951159,699117,13159,34625,0,2492300,57329,1374
1987,Almería-Motril,233004,7222426,301013,11603,44590,0,7812636,472,848
1987,Avilés,360370,1592773,1291773,15181,38456,0,3298553,0,893
1987,Bahía de Algeciras,16142404,1386817,5617853,42098,922684,817625,24929481,429508,8004
1987,Bahía de Cádiz,2224246,629144,1305260,38097,300391,0,4497138,94133,1754
1987,Baleares,697987,278105,2221299,1838,131557,0,3330786,122943,3417
1987,Barcelona,6307463,4578428,5988405,6123,396739,0,17277158,385318,6439
1987,Bilbao,14665795,5457483,3862062,308,569241,2091260,26646149,161820,3641
1987,C.A.G.P,1288789,3942099,2537825,71683,98843,47934,7987173,108424,8409
1987,Cartagena,11760655,1328000,658054,868,140135,18744,13906456,22219,1461
1987,Castellón,6161774,300573,306962,15125,35639,0,6820073,823,729
1987,Ceuta ,2965593,17149,682899,922,647674,178193,4492430,4342,7415
1987,Ferrol-S. Cibrao  ,30563,745798,236084,1117,25909,668,1040139,0,503
1987,Gijón,1107821,9681615,351256,3763,105729,65902,11316086,1182,801
1987,Huelva,5664893,3870331,435910,40203,94354,0,10105691,6,1907
1987,Las Palmas,2782817,373556,3086442,217763,1950431,0,8411009,150669,9106
1987,Málaga,6727047,593638,415945,11942,78078,0,7826650,2929,1320
1987,Marín y Ría de Pontevedra,9342,202043,260383,23994,45600,0,541362,0,303
1987,Melilla,32336,56894,315539,522,23285,0,428576,4480,809
1987,Pasaia,727802,563873,2074296,12448,86062,0,3464481,17709,1414
1987,Santa Cruz de Tenerife,8287822,812520,2351504,14803,1210929,0,12677578,151819,7877
1987,Santander,628487,1856763,771397,6068,85896,0,3348611,2304,1212
1987,Sevilla,155713,1847257,673712,4167,26875,19840,2727564,39227,1046
1987,Tarragona,18162185,5083646,635782,8465,145250,1581,24036909,13198,2429
1987,Valencia,1433449,3245104,5478763,4925,177752,0,10339993,321499,4360
1987,Vigo,766929,324032,1158088,202356,278734,149284,2879423,63224,2227
1987,Vilagarcía,34906,170801,121284,53302,12543,7973,400809,0,357
1986,A Coruña,9411560,1541884,545157,86690,497078,169849,12252218,604,2355
1986,Alicante,791262,1397905,616994,15653,35605,0,2857419,52323,1261
1986,Almería-Motril,227085,7258589,251131,11215,45215,0,7793235,250,834
1986,Avilés,320672,2640654,1307339,16397,47579,0,4332641,0,1040
1986,Bahía de Algeciras,14905157,1407807,4840125,32955,792165,921694,22899903,384158,7665
1986,Bahía de Cádiz,2077042,630534,1157753,38745,318752,0,4222826,85348,1680
1986,Baleares,590976,208598,2049994,1966,294238,0,3145772,103521,3135
1986,Barcelona,6030952,5740082,5571073,6165,396739,0,17745011,341870,6009
1986,Bilbao,15454744,4717133,3836809,339,559322,1768769,26337116,129856,3474
1986,C.A.G.P,1259059,3226296,2279566,128317,84083,35573,7012894,86419,7876
1986,Cartagena,9545881,1414061,620502,949,122502,9672,11713567,20823,1381
1986,Castellón,6785167,229492,363288,15934,29959,0,7423840,133,774
1986,Ceuta ,1408891,29644,593670,1138,764276,245107,3042726,3909,7232
1986,Ferrol-S. Cibrao  ,12598,668645,178478,1002,28147,150,889020,0,475
1986,Gijón,1111614,9059883,594198,2638,122118,63152,10953603,898,977
1986,Huelva,7061368,3602333,434137,32966,88031,2114,11220949,33,1782
1986,Las Palmas,2791440,252332,2796007,356761,1997622,0,8194162,116995,8817
1986,Málaga,6364892,713605,390803,13108,103473,0,7585881,3719,1247
1986,Marín y Ría de Pontevedra,14646,277763,202546,9307,53674,0,557936,415,303
1986,Melilla,29566,41045,282463,956,24026,0,378056,2955,752
1986,Pasaia,838872,587465,2824262,15309,107544,3374,4376826,24460,1594
1986,Santa Cruz de Tenerife,9096869,689668,1947200,51759,974528,0,12760024,113270,7130
1986,Santander,780101,1952161,885853,6295,87004,0,3711414,2321,1217
1986,Sevilla,125337,1645791,685904,4284,30424,19840,2511580,33714,1010
1986,Tarragona,17359723,4720518,748650,8528,187780,2634,23027833,14043,2615
1986,Valencia,1480914,4334236,4709192,3477,173202,0,10701021,267684,4164
1986,Vigo,748663,583694,1024490,192832,292372,134003,2976054,41006,2056
1986,Vilagarcía,39920,195197,117538,50593,12534,3431,419213,0,333
1985,A Coruña,7114937,1571661,525865,97942,370320,0,9680725,446,2031
1985,Alicante,776025,1173436,657251,8841,36661,0,2652214,57783,1228
1985,Almería-Motril,231531,7332752,118348,12710,45363,0,7740704,0,871
1985,Avilés,287062,2567134,1521068,14089,46348,0,4435701,0,1105
1985,Bahía de Algeciras,14212766,841782,4565752,31597,542535,786807,20981239,350573,8416
1985,Bahía de Cádiz,1539699,466811,1520573,38451,397246,0,3962780,111522,1756
1985,Baleares,604676,256664,2018526,2222,223784,0,3105872,111909,3043
1985,Barcelona,5684740,6177969,5923213,7284,435849,0,18229055,352799,6509
1985,Bilbao,15434924,5844296,4577168,264,710071,2069695,28636418,149381,4059
1985,C.A.G.P,1202193,5426713,3152410,164887,104455,20981,10071639,83001,8271
1985,Cartagena,9614288,1349645,567800,1183,89249,24691,11646856,21333,1423
1985,Castellón,6604174,231391,632626,9546,45979,0,7523716,309,846
1985,Ceuta ,3008827,29720,586011,1272,1158653,424409,5208892,1330,8976
